"crisis_code","where","iso3","year","era","candidate","r","log_lagged_gdppc","polity","currency_regime","exp","debt","gap_sum","guarantees_d","lending_d","capital_injections_d","restructuring_d","asset_management_d","rules_d","noi_d","other_d","chron_bvx","chron_lv","chron_rr","chron_st","n_chronologies","n_chron_clean","n_chron_3chron","n_chron_3chron_raw","maddison_priority","currency_regime_binary"
"ITA-1257","Genoa","ITA",1257,"pre1800",1,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,NA
"GBR-1290","England","GBR",1290,"pre1800",1,0,NA,NA,NA,NA,NA,0.396649546391224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1298","Siena","ITA",1298,"pre1800",1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA
"ESP-1299","Barcelona","ESP",1299,"pre1800",1,0,NA,NA,NA,NA,NA,0.0779472843623996,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1307","Siena","ITA",1307,"pre1800",1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"BEL-1309","Bruges","BEL",1309,"pre1800",1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ITA-1309","Florence","ITA",1309,"pre1800",1,0,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1312","Siena","ITA",1312,"pre1800",1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1326","Florence","ITA",1326,"pre1800",1,0,NA,NA,NA,NA,NA,-0.192227148621713,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1342","Florence","ITA",1342,"pre1800",1,0,NA,NA,NA,NA,NA,-0.534511409721203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"BEL-1351","Bruges","BEL",1351,"pre1800",1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"BEL-1359","Bruges","BEL",1359,"pre1800",1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ESP-1360","Barcelona","ESP",1360,"pre1800",1,0,NA,NA,NA,NA,NA,-0.0911787669811507,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"BEL-1362","Bruges","BEL",1362,"pre1800",1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"BEL-1368","Bruges","BEL",1368,"pre1800",1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ITA-1370","Venice","ITA",1370,"pre1800",1,0,NA,NA,NA,NA,NA,-0.899764629987794,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA
"ITA-1374","Venice","ITA",1374,"pre1800",1,0,NA,NA,NA,NA,NA,0.265166459388538,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"ESP-1380","Catalonia","ESP",1380,"pre1800",1,0,NA,NA,NA,NA,NA,0.38381055454232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"BEL-1411","Bruges","BEL",1411,"pre1800",1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ITA-1453","Venice","ITA",1453,"pre1800",1,0,NA,NA,NA,NA,NA,-0.355741951164958,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1465","Florence","ITA",1465,"pre1800",1,0,NA,NA,NA,NA,NA,0.29875936809642,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1466","Naples","ITA",1466,"pre1800",1,0,NA,NA,NA,NA,NA,0.421257415488862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1478","Florence","ITA",1478,"pre1800",1,0,NA,NA,NA,NA,NA,0.337018499898961,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"NLD-1480","Amsterdam","NLD",1480,"pre1800",1,0,NA,NA,NA,NA,NA,-0.0243696171820923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"FRA-1490","Lyon","FRA",1490,"pre1800",1,0,NA,NA,NA,NA,NA,0.35935327853299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1499","Venice","ITA",1499,"pre1800",1,0,NA,NA,NA,NA,NA,-0.160883037312619,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1514","Sicily","ITA",1514,"pre1800",1,0,NA,NA,NA,NA,NA,-0.178308898543425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1518","Florence","ITA",1518,"pre1800",1,0,NA,NA,NA,NA,NA,-0.546719851385112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA
"DEU-1529","Augsburg","DEU",1529,"pre1800",1,0,NA,NA,NA,NA,NA,-0.057313400837435,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1550","Sicily","ITA",1550,"pre1800",1,0,NA,NA,NA,NA,NA,-0.0792581703805677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA
"ITA-1552","Naples","ITA",1552,"pre1800",1,0,NA,NA,NA,NA,NA,-0.0145554134398977,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,NA
"ESP-1553","Sevilla","ESP",1553,"pre1800",1,0,NA,NA,NA,NA,NA,-0.205837248422444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"DEU-1564","Augsburg","DEU",1564,"pre1800",1,0,NA,NA,NA,NA,NA,0.0572351696429213,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"GBR-1564","England","GBR",1564,"pre1800",1,0,NA,NA,NA,NA,NA,-0.0850282849824676,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"GBR-1569","England","GBR",1569,"pre1800",1,0,NA,NA,NA,NA,NA,-0.383464092318211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"DEU-1572","Augsburg","DEU",1572,"pre1800",1,0,NA,NA,NA,NA,NA,0.292252316592694,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,NA
"ESP-1576","Seville","ESP",1576,"pre1800",1,0,NA,NA,NA,NA,NA,-0.352671754581808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1576","Venice","ITA",1576,"pre1800",1,0,NA,NA,NA,NA,NA,-0.0302629128809707,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1583","Bologna","ITA",1583,"pre1800",1,0,NA,NA,NA,NA,NA,0.0689994561937412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1584","Venice","ITA",1584,"pre1800",1,0,NA,NA,NA,NA,NA,-0.104499585335782,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1588","Rome","ITA",1588,"pre1800",1,0,NA,NA,NA,NA,NA,-0.224248178991923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"ESP-1594","Seville","ESP",1594,"pre1800",1,0,NA,NA,NA,NA,NA,-0.0978661548591803,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1595","Bologna","ITA",1595,"pre1800",1,0,NA,NA,NA,NA,NA,-0.0384955055355771,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1597","Tuscany","ITA",1597,"pre1800",1,0,NA,NA,NA,NA,NA,0.347999871117353,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"DEU-1603","Nuremberg","DEU",1603,"pre1800",1,0,NA,NA,NA,NA,NA,0.0766234946518925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"DEU-1613","Augsburg","DEU",1613,"pre1800",1,0,NA,NA,NA,NA,NA,0.26612504920222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1622","Naples","ITA",1622,"pre1800",1,0,NA,NA,NA,NA,NA,-0.148296877225633,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"DEU-1631","Augsburg","DEU",1631,"pre1800",1,0,NA,NA,NA,NA,NA,0.0327421425716822,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"DEU-1635","Nuremberg","DEU",1635,"pre1800",1,0,NA,NA,NA,NA,NA,0.140543084914825,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1639","Genoa","ITA",1639,"pre1800",1,0,NA,NA,NA,NA,NA,-0.145970365133009,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"ESP-1647","Spain","ESP",1647,"pre1800",1,0,NA,NA,NA,NA,NA,0.167610336010373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1648","Venice","ITA",1648,"pre1800",1,0,NA,NA,NA,NA,NA,-0.0524597458591243,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"ESP-1652","Spain","ESP",1652,"pre1800",1,0,NA,NA,NA,NA,NA,0.313623463815995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1658","Milan","ITA",1658,"pre1800",1,0,NA,NA,NA,NA,NA,0.140665557879531,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"GBR-1665","England","GBR",1665,"pre1800",1,0,NA,NA,NA,NA,NA,0.365865590338393,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"GBR-1667","England","GBR",1667,"pre1800",1,0,NA,NA,NA,NA,NA,-0.696392554945406,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"SWE-1668","Sweden","SWE",1668,"pre1800",1,0,NA,NA,NA,NA,NA,-0.0227371728230555,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"NLD-1672","Holland","NLD",1672,"pre1800",1,0,NA,NA,NA,NA,NA,0.133957009701407,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"DEU-1673","Hamburg","DEU",1673,"pre1800",1,0,NA,NA,NA,NA,NA,-0.25647730263774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"ESP-1691","Naples","ESP",1691,"pre1800",1,0,NA,NA,NA,NA,NA,-0.411144428177574,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1691","Venice","ITA",1691,"pre1800",1,0,NA,NA,NA,NA,NA,0.0181573444921218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"DEU-1693","Augsburg","DEU",1693,"pre1800",1,0,NA,NA,NA,NA,NA,0.0681151837054609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"GBR-1696","United Kingdom","GBR",1696,"pre1800",1,0,NA,NA,NA,NA,NA,-0.367875037403087,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"ESP-1701","Naples","ESP",1701,"pre1800",1,0,NA,NA,NA,NA,NA,-0.425578753239425,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA
"FRA-1701","France","FRA",1701,"pre1800",1,0,NA,NA,NA,NA,NA,0.101153104185769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"AUT-1703","Austria","AUT",1703,"pre1800",1,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"DEU-1703","Saxony","DEU",1703,"pre1800",1,0,NA,NA,NA,NA,NA,0.149046799222347,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"DEU-1704","Hannover","DEU",1704,"pre1800",1,0,NA,NA,NA,NA,NA,0.0941810664096052,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"FRA-1704","France","FRA",1704,"pre1800",1,0,NA,NA,NA,NA,NA,0.435501248025928,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"GBR-1704","Scotland","GBR",1704,"pre1800",1,0,NA,NA,NA,NA,NA,0.431540146604547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"GBR-1707","United Kingdom","GBR",1707,"pre1800",1,0,NA,NA,NA,NA,NA,0.356503189221423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"AUT-1708","Austria","AUT",1708,"pre1800",1,0,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"FRA-1709","France","FRA",1709,"pre1800",1,0,NA,NA,NA,NA,NA,-0.868831769708194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"SWE-1709","Sweden","SWE",1709,"pre1800",1,0,NA,NA,NA,NA,NA,0.556831214181148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
"GBR-1711","United Kingdom","GBR",1711,"pre1800",1,0,NA,NA,NA,NA,NA,0.669646953522671,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"CHE-1712","Switzerland","CHE",1712,"pre1800",1,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ESP-1714","Spain","ESP",1714,"pre1800",1,0,NA,NA,NA,NA,NA,0.332073092018563,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,NA
"FRA-1715","France","FRA",1715,"pre1800",1,0,NA,NA,NA,NA,NA,1.13428896856105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1717","Venice","ITA",1717,"pre1800",1,0,NA,NA,NA,NA,NA,0.0939047993091216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"CHE-1720","Switzerland","CHE",1720,"pre1800",1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"GBR-1720","United Kingdom","GBR",1720,"pre1800",1,0,NA,NA,NA,NA,NA,0.222757576894053,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"AUT-1721","Austria","AUT",1721,"pre1800",1,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"FRA-1721","France","FRA",1721,"pre1800",1,0,NA,NA,NA,NA,NA,-0.0588117078279933,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"AUT-1727","Austria","AUT",1727,"pre1800",1,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ITA-1739","Venice","ITA",1739,"pre1800",1,0,NA,NA,NA,NA,NA,-0.0149215939376277,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"DNK-1745","Denmark","DNK",1745,"pre1800",1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
"GBR-1745","United Kingdom","GBR",1745,"pre1800",1,0,NA,NA,NA,NA,NA,0.164053145659167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"SWE-1745","Sweden","SWE",1745,"pre1800",1,0,NA,NA,NA,NA,NA,-0.364873517548307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
"ITA-1746","Genoa","ITA",1746,"pre1800",1,0,NA,NA,NA,NA,NA,-0.103019654412258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"DEU-1755","Prussia","DEU",1755,"pre1800",1,0,NA,NA,NA,NA,NA,-0.0960369704537793,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"DNK-1757","Denmark","DNK",1757,"pre1800",1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
"FRA-1759","France","FRA",1759,"pre1800",1,0,NA,NA,NA,NA,NA,0.285045305872333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"IRL-1760","Ireland","IRL",1760,"pre1800",1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
"GBR-1762","Scotland","GBR",1762,"pre1800",1,0,NA,NA,NA,NA,NA,-0.330517680318859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"DEU-1763","Hamburg","DEU",1763,"pre1800",1,0,NA,NA,NA,NA,NA,0.276403462618915,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA
"NLD-1763","Holland","NLD",1763,"pre1800",1,0,NA,NA,NA,NA,NA,0.591966878181112,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"FRA-1770","France","FRA",1770,"pre1800",1,0,NA,NA,NA,NA,NA,0.0347568289058678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"IRL-1770","Ireland","IRL",1770,"pre1800",1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
"GBR-1772","Scotland","GBR",1772,"pre1800",1,0,NA,NA,NA,NA,NA,-0.273439615046717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"DNK-1773","Denmark","DNK",1773,"pre1800",1,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"NLD-1773","Holland","NLD",1773,"pre1800",1,0,NA,NA,NA,NA,NA,-0.475171639468067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"RUS-1773","Russia","RUS",1773,"pre1800",1,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"FRA-1774","France","FRA",1774,"pre1800",1,0,NA,NA,NA,NA,NA,0.268635138990098,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"GBR-1778","United Kingdom","GBR",1778,"pre1800",1,0,NA,NA,NA,NA,NA,-0.0302005563403057,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"NLD-1781","Holland","NLD",1781,"pre1800",1,0,NA,NA,NA,NA,NA,-0.313166482647203,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"FRA-1783","France","FRA",1783,"pre1800",1,0,NA,NA,NA,NA,NA,-0.203370761640237,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"ESP-1784","Spain","ESP",1784,"pre1800",1,0,NA,NA,NA,NA,NA,-0.247396059932444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA
"FRA-1787","France","FRA",1787,"pre1800",1,0,NA,NA,NA,NA,NA,-0.430025601546559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"RUS-1787","Russia","RUS",1787,"pre1800",1,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"FRA-1788","France","FRA",1788,"pre1800",1,0,NA,NA,NA,NA,NA,-0.677804132209578,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"GBR-1788","Scotland","GBR",1788,"pre1800",1,0,NA,NA,NA,NA,NA,0.173563226434997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"USA-1791","United States","USA",1791,"pre1800",1,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"FRA-1792","France","FRA",1792,"pre1800",1,0,NA,NA,NA,NA,NA,-0.39624096129435,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA
"NLD-1792","Holland","NLD",1792,"pre1800",1,0,NA,NA,NA,NA,NA,0.198442934923813,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"USA-1792","United States","USA",1792,"pre1800",1,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"GBR-1793","Scotland","GBR",1793,"pre1800",1,0,NA,NA,NA,NA,NA,-0.0659847759107252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"IRL-1793","Ireland","IRL",1793,"pre1800",1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
"ZAF-1793","South Africa","ZAF",1793,"pre1800",1,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ITA-1796","Naples","ITA",1796,"pre1800",1,0,NA,NA,NA,NA,NA,0.0744393556275683,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"GBR-1797","United Kingdom","GBR",1797,"pre1800",1,0,NA,NA,NA,NA,NA,-0.0217774815604764,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"IRL-1797","Ireland","IRL",1797,"pre1800",1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
"DEU-1798","Hamburg","DEU",1798,"pre1800",1,0,NA,NA,NA,NA,NA,-0.148072884801557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"ITA-1798","Rome","ITA",1798,"pre1800",1,0,NA,NA,NA,NA,NA,-0.1536145642625,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"DEU-1799","Hamburg","DEU",1799,"pre1800",1,0,NA,NA,NA,NA,NA,-0.0982111686503205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"FRA-1802","France","FRA",1802,"1800_1869",0,0,6.89870015683894,-8,NA,NA,NA,0.947413243087269,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,NA
"NLD-1802","Holland","NLD",1802,"1800_1869",1,0,NA,NA,NA,NA,NA,0.125059331011195,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"GBR-1803","Scotland","GBR",1803,"1800_1869",1,0,8.11969625295725,-2,NA,NA,192.00199890137,-0.226821223936623,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"FRA-1805","France","FRA",1805,"1800_1869",0,0,7.13874522227754,-8,NA,NA,NA,-0.391324756796219,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,NA
"FIN-1808","Finland","FIN",1808,"1800_1869",1,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"DEU-1810","Prussia","DEU",1810,"1800_1869",1,0,NA,NA,NA,NA,NA,0.0338049552124163,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"FRA-1810","France","FRA",1810,"1800_1869",1,0,7.14009151800138,-8,NA,NA,NA,-0.697856824156783,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"GBR-1810","United Kingdom","GBR",1810,"1800_1869",0,0,8.10440130792161,-2,NA,NA,187.48500061035,-0.104380054064093,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,NA
"SWE-1811","Sweden","SWE",1811,"1800_1869",0,0,7.18538701558042,-9,NA,7.002790927887,21.657300949097,0.33502966585755,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,NA
"DNK-1813","Denmark","DNK",1813,"1800_1869",0,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,NA
"ESP-1814","Spain","ESP",1814,"1800_1869",0,0,6.74758652682932,-9,NA,NA,NA,0.494602193052801,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,NA
"FRA-1814","France","FRA",1814,"1800_1869",1,0,7.06130347660758,-4,NA,NA,NA,-0.567096623809065,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA
"IRL-1814","Ireland","IRL",1814,"1800_1869",1,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"NOR-1814","Norway","NOR",1814,"1800_1869",0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,NA
"USA-1814","United States","USA",1814,"1800_1869",0,0,7.92398343208368,6,NA,4.9530701637268,14.241600036621,NA,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,NA
"DEU-1815","Prussia","DEU",1815,"1800_1869",1,0,NA,NA,NA,NA,NA,-0.0570832262374281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"FRA-1815","France","FRA",1815,"1800_1869",1,0,7.1298574822795,-4,NA,NA,NA,-1.08429655883754,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"GBR-1815","United Kingdom","GBR",1815,"1800_1869",0,0,8.07215530818825,-2,NA,NA,224.82200622559,0.0870781065578124,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,NA
"SWE-1815","Sweden","SWE",1815,"1800_1869",1,0,7.21744343169653,-8,NA,5.2050361633301,11.48509979248,0.208882714920388,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"FRA-1818","France","FRA",1818,"1800_1869",1,0,6.80140628103337,-4,NA,NA,NA,1.309910641133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"USA-1818","United States","USA",1818,"1800_1869",0,0,7.8966232348698,6,NA,2.4295299053192,11.707099914551,0.0265386450019553,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,NA
"NLD-1819","Netherlands","NLD",1819,"1800_1869",0,0,7.98684490116138,-6,NA,NA,166.26800537109,NA,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,NA
"IRL-1820","Ireland","IRL",1820,"1800_1869",1,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"USA-1820","United States","USA",1820,"1800_1869",0,0,7.89757925788717,6,NA,2.7836899757385,13.717499732971,0.0807649623503236,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,NA
"BRA-1821","Brazil","BRA",1821,"1800_1869",1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"GBR-1825","United Kingdom","GBR",1825,"1800_1869",0,0,8.15822991695949,-2,NA,NA,212.66700744629,-0.124631225443119,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,NA
"AUS-1826","Australia","AUS",1826,"1800_1869",0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,NA
"IRL-1826","Ireland","IRL",1826,"1800_1869",1,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"FRA-1827","France","FRA",1827,"1800_1869",0,0,7.10878632725873,-4,NA,NA,NA,-0.188070321526277,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,NA
