"crisis_code","where","iso3","year","era","candidate","r","log_lagged_gdppc","polity","currency_regime","exp","debt","gap_sum","guarantees_d","lending_d","capital_injections_d","restructuring_d","asset_management_d","rules_d","noi_d","other_d","chron_bvx","chron_lv","chron_rr","chron_st","n_chronologies","n_chron_clean","n_chron_3chron","n_chron_3chron_raw","maddison_priority","currency_regime_binary"
"BRA-1990","Brazil","BRA",1990,"1972_1999",0,0,9.02797881438221,8,14,NA,40.599998474121,-0.430818667198157,0,0,0,0,0,1,0,0,1,1,1,0,3,3,2,2,0,1
"DZA-1990","Algeria","DZA",1990,"1972_1999",0,1,8.49474306257865,-2,12,25.25974025974,69.043442878483,-0.346023309218509,0,1,1,0,0,0,0,0,0,1,1,0,2,2,1,1,0,1
"GHA-1990","Ghana","GHA",1990,"1972_1999",1,1,7.42952084278646,-7,14,7.0963661674842,24.146819315117,0.536903193442513,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"ITA-1990","Italy","ITA",1990,"1972_1999",0,1,10.144628180552,10,8,52.860599517822,94.765692413213,-0.117242531311365,1,0,0,1,0,0,0,0,1,0,1,1,3,3,3,3,1,1
"LBN-1990","Lebanon","LBN",1990,"1972_1999",0,0,7.81923445385907,NA,14,39.979313178852,99.69524671853,5.16409810731873,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"MEX-1990","Mexico","MEX",1990,"1972_1999",1,1,9.14761354206788,0,5,16.566299438477,37.789961381521,0.245438935138781,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU-1990","Romania","ROU",1990,"1972_1999",0,0,8.68980105602255,5,14,NA,NA,-0.968407801755837,1,1,1,1,1,0,0,0,0,1,1,0,2,2,1,1,0,1
"SLE-1990","Sierra Leone","SLE",1990,"1972_1999",0,0,7.40367029001237,-7,14,NA,NA,-0.554032615568994,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"TWN-1990","Taiwan","TWN",1990,"1972_1999",1,0,9.62924805578084,-1,NA,NA,NA,-0.2309945845206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
"BGR-1991","Bulgaria","BGR",1991,"1972_1999",1,0,9.09627541568821,7,14,NA,NA,-0.37464210273169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COD-1991","DR Congo","COD",1991,"1972_1999",0,0,6.70073110954781,-8,14,NA,NA,-0.909386343683232,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"CZE-1991","Czechoslovakia","CZE",1991,"1972_1999",0,0,9.55944674641496,7,8,NA,NA,-0.570529784775591,1,0,1,1,1,0,0,0,1,1,0,0,2,2,1,1,0,1
"DJI-1991","Djibouti","DJI",1991,"1972_1999",0,0,7.74413662762799,-8,2,27.704254831574,NA,0.367125866334723,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
"EGY-1991","Egypt","EGY",1991,"1972_1999",0,0,8.2995345703326,-6,10,NA,NA,0.0544553001051883,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
"FIN-1991","Finland","FIN",1991,"1972_1999",0,1,10.1992865930899,10,8,56.68,21.893661006849,-0.798551047060054,1,1,1,0,1,0,0,0,1,1,1,0,3,3,2,2,0,1
"GBR-1991","United Kingdom","GBR",1991,"1972_1999",0,1,10.1730947542604,10,9,42.748199462891,27.781432639947,-0.259341205513151,0,1,0,0,0,0,0,0,1,0,1,1,3,3,3,3,1,1
"GEO-1991","Georgia","GEO",1991,"1972_1999",0,0,9.40426106461349,3,14,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"GRC-1991","Greece","GRC",1991,"1972_1999",0,1,9.67809146616862,10,4,35.001092705896,75.317780919969,-0.0592806034562743,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0
"GTM-1991","Guatemala","GTM",1991,"1972_1999",0,0,8.54966038155374,3,7,NA,NA,0.234077669706802,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1
"HKG-1991","Hong Kong","HKG",1991,"1972_1999",0,0,NA,NA,NA,NA,NA,-0.468144971975365,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA
"HRV-1991","Croatia","HRV",1991,"1972_1999",1,0,9.46869661504613,-3,15,NA,NA,-1.46189590378748,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"HUN-1991","Hungary","HUN",1991,"1972_1999",0,0,9.23951074927596,10,10,NA,74.238567686787,-0.483958418692906,1,1,0,0,1,0,0,0,1,1,1,0,3,3,2,2,0,1
"LBR-1991","Liberia","LBR",1991,"1972_1999",0,0,7.43248380791712,0,15,NA,NA,-1.88750112296168,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
"POL-1991","Poland","POL",1991,"1972_1999",0,0,9.00577320623491,8,14,NA,77.177740907384,0.261629501644892,1,0,1,0,0,1,0,0,0,1,1,0,2,2,1,1,0,1
"SWE-1991","Sweden","SWE",1991,"1972_1999",0,1,10.2423854163722,10,8,40.97883605957,40.187099456787,-0.327066928351588,1,1,1,0,1,0,0,0,1,1,1,1,4,4,3,3,0,1
"TUN-1991","Tunisia","TUN",1991,"1972_1999",0,1,8.57847641983314,-6,8,27.628019109944,63.295683874263,0.151361690910982,0,1,0,0,1,1,0,0,0,1,1,0,2,2,1,1,0,1
"TUR-1991","Turkey","TUR",1991,"1972_1999",0,1,9.06021491339854,9,14,18.237613677979,28.35530090332,0.0250962562344567,0,0,0,0,0,0,1,0,1,0,1,0,2,2,2,2,0,1
"TZA-1991","Tanzania","TZA",1991,"1972_1999",0,1,6.77422388635761,-6,12,14.163442987345,106.50865855676,0.257353391084755,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1
"AGO-1992","Angola","AGO",1992,"1972_1999",0,0,7.27041531646264,0,14,NA,NA,-0.459938376436514,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1
"BIH-1992","Bosnia","BIH",1992,"1972_1999",0,0,8.54265417215082,0,15,NA,NA,-1.49680920642123,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"CHN-1992","China","CHN",1992,"1972_1999",0,0,8.0233279569978,-7,12,14.749496955894,NA,0.362227687972296,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
"COG-1992","Congo, Rep.","COG",1992,"1972_1999",0,1,8.25908915726694,5,1,32.766469533681,129.84222203893,-0.36535419215739,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
"EST-1992","Estonia","EST",1992,"1972_1999",0,0,9.6389121137235,6,2,NA,NA,NA,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0
"IDN-1992","Indonesia","IDN",1992,"1972_1999",0,1,8.36887365405091,-7,7,16.824199676514,42.618698120117,0.432206455905164,1,1,1,0,0,0,0,0,1,0,1,0,2,2,2,2,0,1
"JPN-1992","Japan","JPN",1992,"1972_1999",0,1,10.3364845135712,10,13,30.235477041652,66.637868674027,-0.424209500033888,0,1,1,1,0,0,0,0,1,1,1,1,4,4,3,3,1,1
"KEN-1992","Kenya","KEN",1992,"1972_1999",0,1,7.48312281137996,-5,14,17.601419471529,41.160661170219,-0.224782946207913,0,1,0,1,0,0,0,0,0,1,1,0,2,2,1,1,0,1
"LKA-1992","Sao Tome and Principe","LKA",1992,"1972_1999",0,1,8.34640057623931,5,7,23.028309006429,77.941862504221,-0.198093125848036,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
"MEX-1992","Mexico","MEX",1992,"1972_1999",0,1,9.21119507661209,0,4,13.37469959259,22.793490495808,-0.0502970598496893,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0
"NGA-1992","Nigeria","NGA",1992,"1972_1999",0,1,7.47250273450249,-5,14,22.457421870878,70.16448882781,0.455433103885809,0,0,0,1,0,0,0,0,0,1,1,0,2,2,1,1,0,1
"TCD-1992","Chad","TCD",1992,"1972_1999",0,0,6.55576036659153,-3,1,NA,NA,0.217813291254945,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
"CPV-1993","Cape Verde","CPV",1993,"1972_1999",0,0,7.61559203745144,8,4,NA,NA,0.459949619722866,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"ERI-1993","Eritrea","ERI",1993,"1972_1999",0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,NA
"ESP-1993","Spain","ESP",1993,"1972_1999",1,1,9.91981196628607,10,8,41.239101409912,52.193801879883,-0.153182125642342,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"GIN-1993","Guinea","GIN",1993,"1972_1999",0,1,6.72530587401595,-5,8,13.296156772314,68.912009168941,0.496031911079292,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"GUY-1993","Guyana","GUY",1993,"1972_1999",0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,NA
"IND-1993","India","IND",1993,"1972_1999",0,1,7.65693178620293,8,4,25.742052383607,76.978197148712,0.20461071643232,0,0,1,1,0,0,0,1,1,1,1,0,3,3,2,2,0,0
"ISL-1993","Iceland","ISL",1993,"1972_1999",0,0,NA,NA,NA,NA,NA,-0.0276244344970143,0,0,1,0,0,0,0,0,1,0,1,0,2,2,2,2,0,NA
"MKD-1993","Macedonia","MKD",1993,"1972_1999",0,0,8.98614600624984,6,14,NA,NA,-0.433821282110827,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
"SVK-1993","Slovenia","SVK",1993,"1972_1999",0,0,9.19407021794325,7,8,NA,NA,NA,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1
"TGO-1993","Togo","TGO",1993,"1972_1999",0,1,7.0748543087891,-2,1,14.786414258903,58.297305652081,0.133134189505237,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
"VEN-1993","Venezuela","VEN",1993,"1972_1999",0,1,9.60922496927115,8,14,27.666993725813,57.746981126923,0.0251824434852089,1,1,1,0,0,0,0,0,1,1,1,0,3,3,2,2,0,1
"ALB-1994","Albania","ALB",1994,"1972_1999",0,0,8.05102982690568,5,13,NA,NA,1.03650037264756,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
"ARM-1994","Armenia","ARM",1994,"1972_1999",0,0,8.32606832696642,6,14,NA,NA,NA,0,0,0,0,0,0,1,0,0,1,1,0,2,2,1,1,0,1
"BDI-1994","Burundi","BDI",1994,"1972_1999",0,1,6.9806482418824,0,10,22.550763548914,119.62528217617,-0.917995039482877,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
"BOL-1994","Bolivia","BOL",1994,"1972_1999",0,1,8.20802170664597,9,7,26.766650752803,87.561599731445,0.576771274120165,1,1,1,0,0,0,0,0,0,1,1,0,2,2,1,1,0,1
"BRA-1994","Brazil","BRA",1994,"1972_1999",0,0,9.00776332279813,8,14,NA,30,0.478016884733619,1,1,1,0,0,0,0,0,1,1,1,0,3,3,2,2,0,1
"COD-1994","DR Congo","COD",1994,"1972_1999",0,0,6.3345415314271,0,14,NA,NA,0.0415664348160631,0,0,0,1,0,0,0,0,0,1,1,0,2,2,1,1,0,1
"CRI-1994","Costa Rica","CRI",1994,"1972_1999",0,1,9.03163024610816,10,8,16.68630027771,26.974277346448,0.0949740388828402,1,0,0,1,0,0,0,0,0,1,1,0,2,2,1,1,0,1
"EST-1994","Estonia","EST",1994,"1972_1999",1,0,9.40977992625858,6,2,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ETH-1994","Ethiopia","ETH",1994,"1972_1999",0,1,6.54997586820153,1,10,17.625160898843,144.79201291349,0.818094247054781,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1
"FRA-1994","France","FRA",1994,"1972_1999",0,1,10.2518940171212,10,4,54.066200256348,49.227798461914,0.056002134023493,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0
"HTI-1994","Haiti","HTI",1994,"1972_1999",0,0,7.27460484545046,6,14,NA,35.304601135285,0.0987707913102144,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
"IDN-1994","Indonesia","IDN",1994,"1972_1999",0,1,8.48407711737911,-7,7,13.523807090375,36.959499359131,0.120525190410073,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1
"JAM-1994","Jamaica","JAM",1994,"1972_1999",1,1,8.76631243426189,9,8,20.418863650232,90.414460956858,-0.0500547217296107,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MEX-1994","Mexico","MEX",1994,"1972_1999",0,1,9.24549794752353,4,9,12.540599822998,28.156431728015,-0.00517867037564885,0,1,1,1,0,0,0,0,1,1,1,0,3,3,2,2,0,1
"MNG-1994","Mongolia","MNG",1994,"1972_1999",1,1,7.52089861777992,9,14,32.176905741236,57.646066144166,1.00926708592664,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TUR-1994","Turkey","TUR",1994,"1972_1999",0,1,9.19677889949242,8,14,20.475994110107,39.162601470947,-0.0806295253079472,1,0,0,0,0,0,0,0,1,0,1,0,2,2,2,2,0,1
"UGA-1994","Uganda","UGA",1994,"1972_1999",0,0,6.86608719746454,-4,10,NA,NA,0.75940074109868,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"ARG-1995","Argentina","ARG",1995,"1972_1999",0,1,9.51571839836291,7,2,14.394200325012,34.389999389648,0.218370086144037,0,1,0,1,0,1,0,0,1,1,1,0,3,3,2,2,0,0
"AUT-1995","Austria","AUT",1995,"1972_1999",1,1,10.2674624012181,10,4,56.311000823975,67.864755938712,0.156186184061804,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZE-1995","Azerbaijan","AZE",1995,"1972_1999",0,1,8.14710404950027,-6,14,18.665198237886,19.209110507077,NA,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"BLR-1995","Belarus","BLR",1995,"1972_1999",0,0,8.97866061571129,0,14,NA,NA,NA,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
"CAF-1995","Central African Republic","CAF",1995,"1972_1999",0,1,6.85858331193526,5,1,20.569161218946,83.828781063132,0.240498967370083,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
"CMR-1995","Cameroon","CMR",1995,"1972_1999",0,0,7.38746001248212,-5,1,NA,NA,0.600331652364192,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
"EST-1995","Estonia","EST",1995,"1972_1999",1,1,9.39848333479148,6,2,39.527092236116,8.658979514725,NA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR-1995","United Kingdom","GBR",1995,"1972_1999",0,1,10.2138190345868,10,12,43.90230178833,44.331058052478,0.103785888711119,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1
"GNB-1995","Guinea-Bissau","GNB",1995,"1972_1999",0,1,7.15845718637709,2,15,8.1367604459256,103.33062892938,0.129513909207936,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
"HUN-1995","Hungary","HUN",1995,"1972_1999",0,1,9.18729930358559,10,8,55.229824193782,84.155560806054,0.690164819026562,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1
"KAZ-1995","Kazakhstan","KAZ",1995,"1972_1999",1,0,9.00929959470887,-6,14,NA,NA,NA,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"KGZ-1995","Kyrgyz Republic","KGZ",1995,"1972_1999",0,1,8.00430804829546,-3,14,37.875573207517,52.425662925346,NA,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1
"LTU-1995","Lithuania","LTU",1995,"1972_1999",0,0,8.96571844032563,10,2,NA,NA,NA,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0
"LVA-1995","Latvia","LVA",1995,"1972_1999",0,0,9.07156855226776,8,10,NA,NA,NA,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"PRY-1995","Paraguay","PRY",1995,"1972_1999",0,1,8.57649941040383,7,7,16.001162548852,17.55729326394,-0.0927505566219121,1,1,1,0,0,0,0,0,0,1,1,0,2,2,1,1,0,1
"RUS-1995","Russia","RUS",1995,"1972_1999",0,0,9.07609408387477,3,14,NA,53.7,0.300946598468497,0,0,0,0,0,0,1,0,1,0,1,0,2,2,2,2,0,1
"SWZ-1995","Swaziland","SWZ",1995,"1972_1999",0,1,8.32705107762982,-7,2,19.295576898144,12.51165568091,0.240360443955941,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
"TWN-1995","Taiwan","TWN",1995,"1972_1999",0,0,9.91686104737524,7,NA,NA,NA,-0.289598690780146,0,1,0,1,0,0,0,0,1,0,1,0,2,2,2,2,0,NA
"ZMB-1995","Zambia","ZMB",1995,"1972_1999",0,0,7.04071308213567,6,14,NA,NA,0.867028016423555,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"ZWE-1995","Zimbabwe","ZWE",1995,"1972_1999",0,0,7.65478061030808,-6,12,NA,NA,0.317121002539576,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"BGR-1996","Bulgaria","BGR",1996,"1972_1999",0,1,9.05562651526125,8,14,43.997501373291,113.84217071533,-0.158540158669576,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1
"CZE-1996","Czech Republic","CZE",1996,"1972_1999",0,1,9.58535346157723,10,10,41.696756329763,11.577226794515,0.308941598802038,1,1,0,1,0,0,0,0,1,1,0,0,2,2,1,1,0,1
"DOM-1996","Dominican Republic","DOM",1996,"1972_1999",0,1,8.48706976260311,8,8,11.372599601746,23.016500473022,0.933814388742706,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
"ECU-1996","Ecuador","ECU",1996,"1972_1999",0,1,8.85154253343325,9,10,21.757497623464,66.299917571603,-0.00989514946661411,1,1,1,0,0,1,0,0,0,1,1,0,2,2,1,1,0,1
"HRV-1996","Croatia","HRV",1996,"1972_1999",1,0,9.22820499510386,-5,8,44.945773484708,NA,1.34342719130597,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"JAM-1996","Jamaica","JAM",1996,"1972_1999",0,1,8.80331652967282,9,8,28.074708199198,70.231641999869,-0.400867733585008,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1
"MNG-1996","Mongolia","MNG",1996,"1972_1999",1,1,7.67221270384531,10,14,28.622217878652,49.662934312675,0.794316465456439,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"THA-1996","Thailand","THA",1996,"1972_1999",0,1,9.21832920609439,9,4,17.761600494385,4.1556701660156,-1.20402626594519,1,1,1,1,1,1,0,0,1,1,1,0,3,3,2,2,0,0
"YEM-1996","Yemen","YEM",1996,"1972_1999",0,1,8.24887414638279,-2,10,30.697739012252,114.90499258292,0.215715690101882,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1
"IDN-1997","Indonesia","IDN",1997,"1972_1999",0,1,8.67441836870026,-7,7,15.249509340819,26.411100387573,-1.00510882491006,1,1,1,1,1,0,0,0,1,1,1,0,3,3,2,2,0,1
"KOR-1997","South Korea","KOR",1997,"1972_1999",0,1,9.91366366977882,6,7,14.347738328544,9.3088067235201,-0.92832810934225,0,1,1,0,1,0,0,0,1,1,1,0,3,3,2,2,0,1
"MUS-1997","Mauritius","MUS",1997,"1972_1999",0,0,9.46047091640974,10,8,NA,NA,-0.238680065360821,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1
"MYS-1997","Malaysia","MYS",1997,"1972_1999",0,1,9.4468871612402,3,8,21.155111855438,29.620349674502,-0.679385149863458,1,1,0,0,1,0,0,0,1,1,1,0,3,3,2,2,0,1
"NGA-1997","Nigeria","NGA",1997,"1972_1999",0,1,7.56220757611611,-6,12,13.632068797154,24.136238105349,0.402533268652598,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1
"PHL-1997","Philippines","PHL",1997,"1972_1999",0,1,8.24032676509333,8,4,20.287029548496,56.890602165666,0.236287091641402,0,1,0,0,0,0,0,0,1,1,0,0,2,2,1,1,0,0
"TUN-1997","Tunisia","TUN",1997,"1972_1999",1,1,8.76223818557941,-3,8,24.530430039849,66.633241752936,0.395675838414366,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"TWN-1997","Taiwan","TWN",1997,"1972_1999",0,0,10.0163720275892,9,NA,NA,NA,-0.428546631841871,0,0,0,0,0,0,1,0,1,0,1,0,2,2,2,2,0,NA
"VNM-1997","Vietnam","VNM",1997,"1972_1999",0,0,7.75063470674226,-7,7,NA,NA,0.0566687282644397,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1
"BRA-1998","Brazil","BRA",1998,"1972_1999",1,1,9.14952254712224,8,6,40.9004316236,38.900001525879,-0.0251546636400067,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COL-1998","Colombia","COL",1998,"1972_1999",0,1,9.0996850859507,7,10,17,22.200000762939,-0.50862751137344,1,1,1,1,1,1,0,0,0,1,1,0,2,2,1,1,0,1
"ECU-1998","Ecuador","ECU",1998,"1972_1999",0,1,8.87920797897944,9,14,20.605443371467,67.258363883171,-0.135563682942868,1,1,0,0,0,0,0,0,0,1,1,0,2,2,1,1,0,1
"FRA-1998","France","FRA",1998,"1972_1999",1,1,10.3202817732142,10,4,52.759399414062,59.541900634766,0.204957399146517,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HKG-1998","Hong Kong","HKG",1998,"1972_1999",0,0,NA,NA,NA,NA,NA,-0.82122809340327,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,NA
"HRV-1998","Croatia","HRV",1998,"1972_1999",0,1,9.39246133365228,-5,8,49.02350516913,21.801924959043,0.727843675061774,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"IND-1998","India","IND",1998,"1972_1999",1,1,7.82963902077563,9,7,25.585717758586,68.089899399788,-0.0172912979568196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"LVA-1998","Latvia","LVA",1998,"1972_1999",1,0,9.18742986923433,8,10,NA,NA,1.24649322228209,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MOZ-1998","Mozambique","MOZ",1998,"1972_1999",1,0,7.18818128977565,5,4,NA,NA,0.0458895941922578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS-1998","Russia","RUS",1998,"1972_1999",0,1,9.08402290771628,3,15,39.682792721491,135.19330212485,1.22928431065754,1,1,1,0,1,1,0,1,1,1,1,0,3,3,2,2,0,1
"UKR-1998","Ukraine","UKR",1998,"1972_1999",0,1,8.4365045184854,7,15,37.08582280478,46.53736631346,1.38084289530148,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"USA-1998","United States","USA",1998,"1972_1999",1,1,10.6387999123397,10,13,34.622299194336,64.212097167969,0.0364481496029362,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"VEN-1998","Venezuela","VEN",1998,"1972_1999",1,1,9.60873633243376,8,6,28.790108199987,30.655177563082,-0.295358133480792,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CHN-1999","China","CHN",1999,"1972_1999",0,1,8.36865773003315,-7,4,15.024866616567,21.862955931708,0.126666419652209,0,0,0,1,1,0,0,0,0,1,1,0,2,2,1,1,0,0
"HND-1999","Honduras","HND",1999,"1972_1999",0,1,8.11160008511665,7,7,23.320527797247,75.758277955853,-0.0619289675655643,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
"MNG-1999","Mongolia","MNG",1999,"1972_1999",1,1,7.87111625872203,10,7,33.202083263818,103.73056905255,0.77608093923223,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"PER-1999","Peru","PER",1999,"1972_1999",0,1,8.68722839581541,-1,8,17.843042373657,41.08459854126,0.152666970912488,0,0,1,0,1,0,0,0,1,0,1,0,2,2,2,2,0,1
"ECU-2000","Ecuador","ECU",2000,"2000_2019",1,1,8.83707028725224,6,1,23.216020270761,88.194832,0.265055690151543,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"NIC-2000","Nicaragua","NIC",2000,"2000_2019",0,1,7.91867486770374,8,5,20.563648223877,95.219352722168,0.654706988642368,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
"TUR-2000","Turkey","TUR",2000,"2000_2019",0,1,9.3193448642793,7,10,39.475560202317,51.318469371502,-0.119272974554151,1,1,1,0,0,0,0,0,1,1,1,0,3,3,2,2,0,1
"ARG-2001","Argentina","ARG",2001,"2000_2019",0,1,9.57282439946985,8,2,26.432499236749,48.006618710089,-0.528696676803206,0,1,0,1,0,1,0,0,1,1,1,0,3,3,2,2,0,0
"DEU-2001","Germany","DEU",2001,"2000_2019",1,1,10.4153311719687,10,1,47.613098144531,58.193036721994,-0.0835052779153444,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GTM-2001","Guatemala","GTM",2001,"2000_2019",0,1,8.67595128081205,8,7,13.760389769905,21.100405000057,0.0274996795170698,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1
"JPN-2001","Japan","JPN",2001,"2000_2019",0,1,10.4106306380738,10,13,35.193986162803,145.12352867157,-0.222885353664596,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1
"THA-2001","Thailand","THA",2001,"2000_2019",1,1,9.17233776383167,9,11,20.823764712478,57.469247556586,-0.122847990206481,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"USA-2001","United States","USA",2001,"2000_2019",1,1,10.7339255922497,10,13,32.793938720979,53.146247020273,-0.167874832855722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"HND-2002","Honduras","HND",2002,"2000_2019",0,1,8.1212524818808,7,7,26.808755200751,64.247954291198,0.357445974266249,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1
"HRV-2002","Croatia","HRV",2002,"2000_2019",1,1,9.53370426847797,8,4,50.239063826992,36.446277501724,1.0737012050412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR-2002","Israel","ISR",2002,"2000_2019",1,1,10.1435794419281,6,9,55.763401031494,96.663398742676,-0.3048142950337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MMR-2002","Myanmar","MMR",2002,"2000_2019",0,0,7.599087663796,-5,8,NA,NA,1.41328463023038,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1
"NOR-2002","Norway","NOR",2002,"2000_2019",1,1,10.9433821611639,10,11,47.055801391602,34.012822336079,-0.0213593695759157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PRY-2002","Paraguay","PRY",2002,"2000_2019",0,1,8.5006665557948,7,12,17.994060412918,54.529955177359,0.929578862810837,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1
"URY-2002","Uruguay","URY",2002,"2000_2019",0,1,9.43059326937311,10,10,27.716087613508,83.638015075443,-0.390440026623827,1,0,0,1,1,1,0,0,0,1,1,0,2,2,1,1,0,1
